id,universitySlug,nameFa,iscCategory,iscRank,dimension,status,reportedStatus,publicationAdjustment,reviewOutcome,reviewedAt,sourceCount,sourceKinds,sourceUrls,verificationBasis,missingDataRule
gorgan-agri:documentsRegulations,gorgan-agri,دانشگاه علوم کشاورزی و منابع طبیعی گرگان,علوم کشاورزی,1,documentsRegulations,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
sari-agri:portalIdentity,sari-agri,دانشگاه علوم کشاورزی و منابع طبیعی ساری,علوم کشاورزی,2,portalIdentity,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,1,portal-identity,https://khabarfarsi.com/u/248561459,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
sari-agri:organization,sari-agri,دانشگاه علوم کشاورزی و منابع طبیعی ساری,علوم کشاورزی,2,organization,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
sari-agri:libraryDocuments,sari-agri,دانشگاه علوم کشاورزی و منابع طبیعی ساری,علوم کشاورزی,2,libraryDocuments,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
sari-agri:laboratories,sari-agri,دانشگاه علوم کشاورزی و منابع طبیعی ساری,علوم کشاورزی,2,laboratories,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
sari-agri:industryTechnology,sari-agri,دانشگاه علوم کشاورزی و منابع طبیعی ساری,علوم کشاورزی,2,industryTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
sari-agri:informationTechnology,sari-agri,دانشگاه علوم کشاورزی و منابع طبیعی ساری,علوم کشاورزی,2,informationTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
sari-agri:systemsServices,sari-agri,دانشگاه علوم کشاورزی و منابع طبیعی ساری,علوم کشاورزی,2,systemsServices,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
sari-agri:documentsRegulations,sari-agri,دانشگاه علوم کشاورزی و منابع طبیعی ساری,علوم کشاورزی,2,documentsRegulations,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
khuzestan-agri:portalIdentity,khuzestan-agri,دانشگاه علوم کشاورزی و منابع طبیعی خوزستان,علوم کشاورزی,3,portalIdentity,observed-reference,observed-reference,,reference-only,2026-08-10,1,portal-identity,https://jrpsm.asnrukh.ac.ir/,"An official public reference was observed, but direct dimension attribution was not established.",Unresolved is not absence and is never automatically scored as zero.
khuzestan-agri:organization,khuzestan-agri,دانشگاه علوم کشاورزی و منابع طبیعی خوزستان,علوم کشاورزی,3,organization,observed-reference,observed-reference,,reference-only,2026-08-10,0,,,"An official public reference was observed, but direct dimension attribution was not established.",Unresolved is not absence and is never automatically scored as zero.
khuzestan-agri:libraryDocuments,khuzestan-agri,دانشگاه علوم کشاورزی و منابع طبیعی خوزستان,علوم کشاورزی,3,libraryDocuments,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
khuzestan-agri:laboratories,khuzestan-agri,دانشگاه علوم کشاورزی و منابع طبیعی خوزستان,علوم کشاورزی,3,laboratories,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
khuzestan-agri:industryTechnology,khuzestan-agri,دانشگاه علوم کشاورزی و منابع طبیعی خوزستان,علوم کشاورزی,3,industryTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
khuzestan-agri:informationTechnology,khuzestan-agri,دانشگاه علوم کشاورزی و منابع طبیعی خوزستان,علوم کشاورزی,3,informationTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
khuzestan-agri:systemsServices,khuzestan-agri,دانشگاه علوم کشاورزی و منابع طبیعی خوزستان,علوم کشاورزی,3,systemsServices,observed-reference,observed-reference,,reference-only,2026-08-10,0,,,"An official public reference was observed, but direct dimension attribution was not established.",Unresolved is not absence and is never automatically scored as zero.
khuzestan-agri:documentsRegulations,khuzestan-agri,دانشگاه علوم کشاورزی و منابع طبیعی خوزستان,علوم کشاورزی,3,documentsRegulations,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
torbat-jam-agri:portalIdentity,torbat-jam-agri,دانشکده کشاورزی و دامپروری تربت جام,علوم کشاورزی,4,portalIdentity,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
torbat-jam-agri:organization,torbat-jam-agri,دانشکده کشاورزی و دامپروری تربت جام,علوم کشاورزی,4,organization,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
torbat-jam-agri:libraryDocuments,torbat-jam-agri,دانشکده کشاورزی و دامپروری تربت جام,علوم کشاورزی,4,libraryDocuments,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
torbat-jam-agri:laboratories,torbat-jam-agri,دانشکده کشاورزی و دامپروری تربت جام,علوم کشاورزی,4,laboratories,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
torbat-jam-agri:industryTechnology,torbat-jam-agri,دانشکده کشاورزی و دامپروری تربت جام,علوم کشاورزی,4,industryTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
torbat-jam-agri:informationTechnology,torbat-jam-agri,دانشکده کشاورزی و دامپروری تربت جام,علوم کشاورزی,4,informationTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
torbat-jam-agri:systemsServices,torbat-jam-agri,دانشکده کشاورزی و دامپروری تربت جام,علوم کشاورزی,4,systemsServices,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
torbat-jam-agri:documentsRegulations,torbat-jam-agri,دانشکده کشاورزی و دامپروری تربت جام,علوم کشاورزی,4,documentsRegulations,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
iran-art:portalIdentity,iran-art,دانشگاه هنر ایران,هنر,1,portalIdentity,verified,verified,,evidence-confirmed,2026-08-10,1,portal-identity,https://research.art.ac.ir/fa,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
iran-art:organization,iran-art,دانشگاه هنر ایران,هنر,1,organization,verified,verified,,evidence-confirmed,2026-08-10,1,unit,https://research.art.ac.ir/fa,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
iran-art:libraryDocuments,iran-art,دانشگاه هنر ایران,هنر,1,libraryDocuments,verified,verified,,evidence-confirmed,2026-08-10,1,unit,https://research.art.ac.ir/fa,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
iran-art:laboratories,iran-art,دانشگاه هنر ایران,هنر,1,laboratories,verified,verified,,evidence-confirmed,2026-08-10,1,unit,https://research.art.ac.ir/fa,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
iran-art:industryTechnology,iran-art,دانشگاه هنر ایران,هنر,1,industryTechnology,verified,verified,,evidence-confirmed,2026-08-10,1,unit,https://research.art.ac.ir/fa,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
iran-art:informationTechnology,iran-art,دانشگاه هنر ایران,هنر,1,informationTechnology,observed-reference,verified,Downgraded until a source proving organizational IT dependency is registered.,reference-only,2026-08-10,1,unit,https://research.art.ac.ir/fa,Downgraded until a source proving organizational IT dependency is registered.,Unresolved is not absence and is never automatically scored as zero.
iran-art:systemsServices,iran-art,دانشگاه هنر ایران,هنر,1,systemsServices,verified,verified,,evidence-confirmed,2026-08-10,1,system,https://research.art.ac.ir/fa,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
iran-art:documentsRegulations,iran-art,دانشگاه هنر ایران,هنر,1,documentsRegulations,verified,verified,,evidence-confirmed,2026-08-10,1,document,https://research.art.ac.ir/fa,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
tabriz-islamic-art:portalIdentity,tabriz-islamic-art,دانشگاه هنر اسلامی تبریز,هنر,2,portalIdentity,observed-reference,observed-reference,,reference-only,2026-08-10,1,portal-identity,https://tabriziau.ac.ir/,"An official public reference was observed, but direct dimension attribution was not established.",Unresolved is not absence and is never automatically scored as zero.
tabriz-islamic-art:organization,tabriz-islamic-art,دانشگاه هنر اسلامی تبریز,هنر,2,organization,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
tabriz-islamic-art:libraryDocuments,tabriz-islamic-art,دانشگاه هنر اسلامی تبریز,هنر,2,libraryDocuments,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
tabriz-islamic-art:laboratories,tabriz-islamic-art,دانشگاه هنر اسلامی تبریز,هنر,2,laboratories,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
tabriz-islamic-art:industryTechnology,tabriz-islamic-art,دانشگاه هنر اسلامی تبریز,هنر,2,industryTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
tabriz-islamic-art:informationTechnology,tabriz-islamic-art,دانشگاه هنر اسلامی تبریز,هنر,2,informationTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
tabriz-islamic-art:systemsServices,tabriz-islamic-art,دانشگاه هنر اسلامی تبریز,هنر,2,systemsServices,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
tabriz-islamic-art:documentsRegulations,tabriz-islamic-art,دانشگاه هنر اسلامی تبریز,هنر,2,documentsRegulations,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
isfahan-art:portalIdentity,isfahan-art,دانشگاه هنر اصفهان,هنر,3,portalIdentity,observed-reference,observed-reference,,reference-only,2026-08-10,1,portal-identity,https://aui.ac.ir/,"An official public reference was observed, but direct dimension attribution was not established.",Unresolved is not absence and is never automatically scored as zero.
isfahan-art:organization,isfahan-art,دانشگاه هنر اصفهان,هنر,3,organization,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
isfahan-art:libraryDocuments,isfahan-art,دانشگاه هنر اصفهان,هنر,3,libraryDocuments,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
isfahan-art:laboratories,isfahan-art,دانشگاه هنر اصفهان,هنر,3,laboratories,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
isfahan-art:industryTechnology,isfahan-art,دانشگاه هنر اصفهان,هنر,3,industryTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
isfahan-art:informationTechnology,isfahan-art,دانشگاه هنر اصفهان,هنر,3,informationTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
isfahan-art:systemsServices,isfahan-art,دانشگاه هنر اصفهان,هنر,3,systemsServices,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
isfahan-art:documentsRegulations,isfahan-art,دانشگاه هنر اصفهان,هنر,3,documentsRegulations,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
shiraz-art:portalIdentity,shiraz-art,دانشگاه هنر شیراز,هنر,4,portalIdentity,observed-reference,observed-reference,,reference-only,2026-08-10,2,portal-identity | portal-identity,https://t.me/s/archaeology_shirazartu | http://www.shirazartu.ac.ir/,"An official public reference was observed, but direct dimension attribution was not established.",Unresolved is not absence and is never automatically scored as zero.
shiraz-art:organization,shiraz-art,دانشگاه هنر شیراز,هنر,4,organization,observed-reference,observed-reference,,reference-only,2026-08-10,0,,,"An official public reference was observed, but direct dimension attribution was not established.",Unresolved is not absence and is never automatically scored as zero.
shiraz-art:libraryDocuments,shiraz-art,دانشگاه هنر شیراز,هنر,4,libraryDocuments,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
shiraz-art:laboratories,shiraz-art,دانشگاه هنر شیراز,هنر,4,laboratories,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
shiraz-art:industryTechnology,shiraz-art,دانشگاه هنر شیراز,هنر,4,industryTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
shiraz-art:informationTechnology,shiraz-art,دانشگاه هنر شیراز,هنر,4,informationTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
shiraz-art:systemsServices,shiraz-art,دانشگاه هنر شیراز,هنر,4,systemsServices,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
shiraz-art:documentsRegulations,shiraz-art,دانشگاه هنر شیراز,هنر,4,documentsRegulations,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
payame-noor:portalIdentity,payame-noor,دانشگاه پیام نور,زیرنظام,1,portalIdentity,observed-reference,observed-reference,,reference-only,2026-08-10,1,portal-identity,https://pnu.ac.ir/,"An official public reference was observed, but direct dimension attribution was not established.",Unresolved is not absence and is never automatically scored as zero.
payame-noor:organization,payame-noor,دانشگاه پیام نور,زیرنظام,1,organization,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
payame-noor:libraryDocuments,payame-noor,دانشگاه پیام نور,زیرنظام,1,libraryDocuments,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
payame-noor:laboratories,payame-noor,دانشگاه پیام نور,زیرنظام,1,laboratories,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
payame-noor:industryTechnology,payame-noor,دانشگاه پیام نور,زیرنظام,1,industryTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
payame-noor:informationTechnology,payame-noor,دانشگاه پیام نور,زیرنظام,1,informationTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
payame-noor:systemsServices,payame-noor,دانشگاه پیام نور,زیرنظام,1,systemsServices,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
payame-noor:documentsRegulations,payame-noor,دانشگاه پیام نور,زیرنظام,1,documentsRegulations,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
national-skills:portalIdentity,national-skills,دانشگاه ملی مهارت,زیرنظام,2,portalIdentity,observed-reference,observed-reference,,reference-only,2026-08-10,1,portal-identity,https://www.nus.ac.ir/,"An official public reference was observed, but direct dimension attribution was not established.",Unresolved is not absence and is never automatically scored as zero.
national-skills:organization,national-skills,دانشگاه ملی مهارت,زیرنظام,2,organization,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
national-skills:libraryDocuments,national-skills,دانشگاه ملی مهارت,زیرنظام,2,libraryDocuments,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
national-skills:laboratories,national-skills,دانشگاه ملی مهارت,زیرنظام,2,laboratories,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
national-skills:industryTechnology,national-skills,دانشگاه ملی مهارت,زیرنظام,2,industryTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
national-skills:informationTechnology,national-skills,دانشگاه ملی مهارت,زیرنظام,2,informationTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
national-skills:systemsServices,national-skills,دانشگاه ملی مهارت,زیرنظام,2,systemsServices,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
national-skills:documentsRegulations,national-skills,دانشگاه ملی مهارت,زیرنظام,2,documentsRegulations,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
farhangian:portalIdentity,farhangian,دانشگاه فرهنگیان,زیرنظام,3,portalIdentity,observed-reference,observed-reference,,reference-only,2026-08-10,1,portal-identity,https://esfahan.cfu.ac.ir/fa/226134/,"An official public reference was observed, but direct dimension attribution was not established.",Unresolved is not absence and is never automatically scored as zero.
farhangian:organization,farhangian,دانشگاه فرهنگیان,زیرنظام,3,organization,observed-reference,observed-reference,,reference-only,2026-08-10,0,,,"An official public reference was observed, but direct dimension attribution was not established.",Unresolved is not absence and is never automatically scored as zero.
farhangian:libraryDocuments,farhangian,دانشگاه فرهنگیان,زیرنظام,3,libraryDocuments,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
farhangian:laboratories,farhangian,دانشگاه فرهنگیان,زیرنظام,3,laboratories,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
farhangian:industryTechnology,farhangian,دانشگاه فرهنگیان,زیرنظام,3,industryTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
farhangian:informationTechnology,farhangian,دانشگاه فرهنگیان,زیرنظام,3,informationTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
farhangian:systemsServices,farhangian,دانشگاه فرهنگیان,زیرنظام,3,systemsServices,observed-reference,observed-reference,,reference-only,2026-08-10,0,,,"An official public reference was observed, but direct dimension attribution was not established.",Unresolved is not absence and is never automatically scored as zero.
farhangian:documentsRegulations,farhangian,دانشگاه فرهنگیان,زیرنظام,3,documentsRegulations,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
applied-science:portalIdentity,applied-science,دانشگاه جامع علمی کاربردی,زیرنظام,4,portalIdentity,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,1,portal-identity,https://www.tasnimnews.ir/fa/news/1405/04/30/3652651/,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
applied-science:organization,applied-science,دانشگاه جامع علمی کاربردی,زیرنظام,4,organization,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
applied-science:libraryDocuments,applied-science,دانشگاه جامع علمی کاربردی,زیرنظام,4,libraryDocuments,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
applied-science:laboratories,applied-science,دانشگاه جامع علمی کاربردی,زیرنظام,4,laboratories,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
applied-science:industryTechnology,applied-science,دانشگاه جامع علمی کاربردی,زیرنظام,4,industryTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
applied-science:informationTechnology,applied-science,دانشگاه جامع علمی کاربردی,زیرنظام,4,informationTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
applied-science:systemsServices,applied-science,دانشگاه جامع علمی کاربردی,زیرنظام,4,systemsServices,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
applied-science:documentsRegulations,applied-science,دانشگاه جامع علمی کاربردی,زیرنظام,4,documentsRegulations,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
imam-hossein:portalIdentity,imam-hossein,دانشگاه جامع امام حسین (ع),دستگاه اجرایی,1,portalIdentity,restricted,restricted,,access-restricted,2026-08-10,2,portal-identity | portal-identity,https://www.ihu.ac.ir/ | http://portal.ihu.ac.ir/?q=fa/publications,"An attempted official or institutional URL is registered, but public verification was restricted or blocked.",Unresolved is not absence and is never automatically scored as zero.
imam-hossein:organization,imam-hossein,دانشگاه جامع امام حسین (ع),دستگاه اجرایی,1,organization,restricted,restricted,,access-restricted,2026-08-10,2,restriction-reference | restriction-reference,https://www.ihu.ac.ir/ | http://portal.ihu.ac.ir/?q=fa/publications,"An attempted official or institutional URL is registered, but public verification was restricted or blocked.",Unresolved is not absence and is never automatically scored as zero.
imam-hossein:libraryDocuments,imam-hossein,دانشگاه جامع امام حسین (ع),دستگاه اجرایی,1,libraryDocuments,restricted,restricted,,access-restricted,2026-08-10,2,restriction-reference | restriction-reference,https://www.ihu.ac.ir/ | http://portal.ihu.ac.ir/?q=fa/publications,"An attempted official or institutional URL is registered, but public verification was restricted or blocked.",Unresolved is not absence and is never automatically scored as zero.
imam-hossein:laboratories,imam-hossein,دانشگاه جامع امام حسین (ع),دستگاه اجرایی,1,laboratories,restricted,restricted,,access-restricted,2026-08-10,2,restriction-reference | restriction-reference,https://www.ihu.ac.ir/ | http://portal.ihu.ac.ir/?q=fa/publications,"An attempted official or institutional URL is registered, but public verification was restricted or blocked.",Unresolved is not absence and is never automatically scored as zero.
imam-hossein:industryTechnology,imam-hossein,دانشگاه جامع امام حسین (ع),دستگاه اجرایی,1,industryTechnology,restricted,restricted,,access-restricted,2026-08-10,2,restriction-reference | restriction-reference,https://www.ihu.ac.ir/ | http://portal.ihu.ac.ir/?q=fa/publications,"An attempted official or institutional URL is registered, but public verification was restricted or blocked.",Unresolved is not absence and is never automatically scored as zero.
imam-hossein:informationTechnology,imam-hossein,دانشگاه جامع امام حسین (ع),دستگاه اجرایی,1,informationTechnology,restricted,restricted,,access-restricted,2026-08-10,2,restriction-reference | restriction-reference,https://www.ihu.ac.ir/ | http://portal.ihu.ac.ir/?q=fa/publications,"An attempted official or institutional URL is registered, but public verification was restricted or blocked.",Unresolved is not absence and is never automatically scored as zero.
imam-hossein:systemsServices,imam-hossein,دانشگاه جامع امام حسین (ع),دستگاه اجرایی,1,systemsServices,restricted,restricted,,access-restricted,2026-08-10,2,restriction-reference | restriction-reference,https://www.ihu.ac.ir/ | http://portal.ihu.ac.ir/?q=fa/publications,"An attempted official or institutional URL is registered, but public verification was restricted or blocked.",Unresolved is not absence and is never automatically scored as zero.
